1,14,1,52946,52946,"[9, 2, 4, 5, 3, 1, 11, 7, 6, 8, 10, 12]","[9, 2, 4, 5, 3, 1, 11, 7, 6, 8, 10, 12]",600000,3.814697265625e-05,
1,14,2,49572,49572,"[9, 2, 8, 11, 1, 3, 5, 4, 6, 7, 10, 12]","[9, 2, 4, 5, 3, 1, 11, 8, 6, 7, 10, 12]",600000,6.985664367675781e-05,
1,14,3,46300,46300,"[7, 6, 4, 5, 3, 1, 11, 8, 2, 9, 10, 12]","[9, 2, 8, 11, 1, 3, 5, 4, 6, 7, 10, 12]",600000,0.00011277198791503906,0.9865578305086219
1,14,4,54420,46300,"[7, 6, 4, 5, 3, 1, 11, 8, 9, 2, 10, 12]","[9, 2, 8, 11, 1, 3, 5, 4, 6, 7, 10, 12]",600000,0.0001442432403564453,0.986761740196869
1,14,5,62416,46300,"[7, 6, 10, 2, 9, 8, 11, 1, 3, 5, 4, 12]","[9, 2, 8, 11, 1, 3, 5, 4, 6, 7, 10, 12]",600000,0.00017642974853515625,
1,14,6,54056,46300,"[7, 6, 4, 5, 3, 1, 11, 8, 9, 2, 10, 12]","[9, 2, 8, 11, 1, 3, 5, 4, 6, 7, 10, 12]",600000,0.00020742416381835938,0.9861632862905226
1,14,7,62416,46300,"[7, 12, 10, 2, 9, 8, 11, 1, 3, 5, 4, 6]","[9, 2, 8, 11, 1, 3, 5, 4, 6, 7, 10, 12]",600000,0.00023794174194335938,
1,14,8,46948,46300,"[7, 12, 1, 11, 8, 9, 2, 10, 3, 5, 4, 6]","[9, 2, 8, 11, 1, 3, 5, 4, 6, 7, 10, 12]",600000,0.00026798248291015625,
1,14,9,33942,33942,"[9, 8, 11, 1, 12, 7, 2, 10, 3, 5, 4, 6]","[7, 12, 1, 11, 8, 9, 2, 10, 3, 5, 4, 6]",600000,0.0002994537353515625,0.9812971108310491
1,14,10,45270,33942,"[9, 8, 11, 1, 3, 10, 2, 7, 12, 5, 4, 6]","[7, 12, 1, 11, 8, 9, 2, 10, 3, 5, 4, 6]",600000,0.0003294944763183594,
1,14,11,37078,33942,"[9, 8, 11, 1, 5, 12, 7, 2, 10, 3, 4, 6]","[7, 12, 1, 11, 8, 9, 2, 10, 3, 5, 4, 6]",600000,0.0003604888916015625,0.9584511655059091
1,14,12,62540,33942,"[9, 8, 11, 2, 7, 12, 5, 1, 10, 3, 4, 6]","[7, 12, 1, 11, 8, 9, 2, 10, 3, 5, 4, 6]",600000,0.0003898143768310547,
